Id,SalePrice
1728,170707.23
1729,168883.05
1730,166870.38
1731,120499.47
1732,134762.38
1733,116474.95
1734,116413.52
1735,136460.52
1736,119170.48
1737,341014.88
1738,211193.17
1739,279196.4
1740,205183.31
1741,184736.94
1742,170267.27
1743,170161.08
1744,299699.34
1745,236558.16
1746,227425.62
1747,222180.2
1748,213421.6
1749,158270.81
1750,132576.48
1751,235107.33
1752,120055.07
1753,133341.14
1754,205023.28
1755,168060.3
1756,125159.22
1757,125468.69
1758,146910.7
1759,165319.73
1760,161592.06
1761,142001.38
1762,172332.45
1763,177220.25
1764,110234.375
1765,162314.92
1766,163960.22
1767,207009.8
1768,140797.44
1769,150472.98
1770,142630.12
1771,128684.8
1772,136923.27
1773,139377.45
1774,125750.21
1775,139470.72
1776,127390.15
1777,122074.35
1778,137870.27
1779,111435.555
1780,182812.84
1781,134131.94
1782,87997.484
1783,130549.75
1784,106153.96
1785,123121.445
1786,154306.83
1787,169376.3
1788,51578.684
1789,91816.734
1790,86891.46
1791,172092.7
1792,155848.52
1793,131055.305
1794,144825.14
1795,137300.61
1796,127838.88
1797,115010.484
1798,128770.414
1799,121172.86
1800,135514.45
1801,137127.67
1802,143923.69
1803,145386.8
1804,143744.89
1805,132719.77
1806,114476.53
1807,129579.72
1808,120711.33
1809,123980.15
1810,151243.7
1811,108679.98
1812,114682.19
1813,124505.375
1814,101737.48
1815,53219.34
1816,98373.09
1817,122877.664
1818,137690.62
1819,119184.74
1820,61733.992
1821,113814.79
1822,155323.05
1823,37321.92
1824,141582.11
1825,137266.02
1826,103719.68
1827,101343.58
1828,132273.53
1829,113979.516
1830,148956.72
1831,155941.88
1832,89148.0
1833,141191.4
1834,118123.695
1835,149555.98
1836,128039.76
1837,92671.79
1838,129205.79
1839,84932.23
1840,178011.14
1841,145143.72
1842,82891.25
1843,135933.11
1844,141745.67
1845,134692.72
1846,150835.27
1847,153353.06
1848,52946.145
1849,117552.99
1850,120913.984
1851,157203.6
1852,130489.336
1853,126441.984
1854,167410.3
1855,142846.53
1856,224492.23
1857,160167.61
1858,140670.4
1859,117932.41
1860,156217.16
1861,119832.52
1862,256624.84
1863,252725.86
1864,252645.97
1865,334326.47
1866,334511.3
1867,235272.48
1868,298984.34
1869,204354.97
1870,243799.55
1871,258077.44
1872,168884.16
1873,234525.55
1874,138375.02
1875,195467.78
1876,192235.77
1877,209698.11
1878,213736.05
1879,139332.17
1880,137820.22
1881,226523.9
1882,243283.1
1883,193775.38
1884,208244.42
1885,259327.94
1886,307433.34
1887,208042.28
1888,265413.0
1889,158728.89
1890,133799.48
1891,144031.97
1892,101351.13
1893,130160.55
1894,123343.64
1895,140149.92
1896,129185.93
1897,123395.92
1898,105265.88
1899,151964.55
1900,154682.56
1901,173135.53
1902,121707.32
1903,213840.3
1904,154257.62
1905,198052.84
1906,177773.5
1907,207788.03
1908,119748.555
1909,139742.31
1910,126617.05
1911,216690.19
1912,273008.3
1913,139572.58
1914,55335.242
1915,298708.25
1916,65700.56
1917,262811.03
1918,141002.72
1919,161498.64
1920,140232.03
1921,412545.0
1922,307299.72
1923,217564.7
1924,215223.75
1925,207987.0
1926,387375.4
1927,134044.05
1928,153229.55
1929,131156.67
1930,126458.48
1931,138680.75
1932,137709.06
1933,177439.94
1934,183302.25
1935,173871.5
1936,190900.06
1937,183902.94
1938,167512.31
1939,237210.05
1940,185965.12
1941,174385.12
1942,190777.98
1943,198944.05
1944,322719.66
1945,395136.66
1946,157634.98
1947,308993.47
1948,157812.42
1949,253137.38
1950,187729.89
1951,281344.44
1952,226883.03
1953,168213.61
1954,192709.88
1955,133962.69
1956,286273.7
1957,151474.7
1958,322413.16
1959,132924.47
1960,119943.56
1961,121679.76
1962,95236.72
1963,113729.36
1964,115169.15
1965,147378.02
1966,152515.86
1967,303814.4
1968,458944.4
1969,404583.03
1970,464870.2
1971,479719.8
1972,367636.2
1973,276218.78
1974,326840.53
1975,432702.6
1976,276670.66
1977,346551.38
1978,396889.34
1979,326271.44
1980,196265.34
1981,346860.53
1982,243955.94
1983,219248.9
1984,162137.33
1985,211506.14
1986,211670.94
1987,186878.03
1988,178352.7
1989,187695.69
1990,222181.42
1991,261926.83
1992,219103.7
1993,169290.23
1994,228840.02
1995,178181.62
1996,241485.36
1997,304818.84
1998,299449.62
1999,259968.67
2000,305871.06
2001,259405.33
2002,238840.16
2003,237965.86
2004,253412.16
2005,215732.62
2006,223004.66
2007,250873.17
2008,214803.56
2009,196286.28
2010,183556.14
2011,143615.22
2012,169959.31
2013,183935.67
2014,186818.05
2015,199569.67
2016,196328.75
2017,199690.22
2018,120336.46
2019,135967.97
2020,108174.63
2021,113496.99
2022,175841.2
2023,144478.67
2024,215013.45
2025,400734.75
2026,175903.83
2027,153558.48
2028,146484.19
2029,174639.73
2030,267711.06
2031,243387.89
2032,255771.02
2033,253865.73
2034,159273.64
2035,217366.39
2036,186193.2
2037,207501.58
2038,296536.34
2039,217265.47
2040,392426.94
2041,280459.8
2042,202233.3
2043,178736.52
2044,173676.14
2045,180805.97
2046,132499.44
2047,148187.66
2048,139947.34
2049,130467.28
2050,179437.12
2051,106029.734
2052,135222.55
2053,147885.34
2054,85142.77
2055,160369.2
2056,131750.36
2057,121920.914
2058,235459.4
2059,114095.95
2060,177151.14
2061,180300.9
2062,134396.94
2063,118659.53
2064,146942.72
2065,125598.57
2066,181565.19
2067,113394.516
2068,130863.38
2069,83383.2
2070,113403.39
2071,91102.734
2072,127985.78
2073,135525.19
2074,160666.14
2075,149497.45
2076,120743.54
2077,155208.8
2078,131681.23
2079,123508.42
2080,115369.5
2081,120089.555
2082,137497.81
2083,139836.72
2084,114313.23
2085,130608.94
2086,104405.836
2087,120289.04
2088,105212.21
2089,81196.68
2090,127867.53
2091,127035.32
2092,129910.32
2093,129901.53
2094,131160.62
2095,145259.89
2096,81122.25
2097,102018.3
2098,151727.39
2099,54619.387
2100,89066.28
2101,120450.39
2102,128085.27
2103,104421.18
2104,131513.6
2105,124550.305
2106,78961.13
2107,244051.52
2108,121959.234
2109,116152.195
2110,123710.19
2111,143089.67
2112,137832.8
2113,126913.375
2114,104841.68
2115,153364.42
2116,117802.984
2117,145279.36
2118,119648.55
2119,107304.34
2120,112377.88
2121,108774.12
2122,106064.305
2123,82178.4
2124,159331.56
2125,128306.44
2126,164475.98
2127,156279.38
2128,123753.34
2129,100599.82
2130,144631.06
2131,149878.08
2132,123494.92
2133,116220.67
2134,121855.22
2135,101943.91
2136,79671.266
2137,109550.4
2138,139763.92
2139,157428.44
2140,140960.16
2141,135273.19
2142,130170.91
2143,141442.11
2144,103713.26
2145,137636.12
2146,162398.47
2147,150181.61
2148,134931.58
2149,151995.61
2150,225285.38
2151,124471.445
2152,180534.11
2153,160177.3
2154,102427.36
2155,135652.66
2156,232321.38
2157,236946.86
2158,239306.17
2159,213813.02
2160,164752.8
2161,246922.05
2162,382425.0
2163,343248.28
2164,251183.06
2165,187222.6
2166,149256.66
2167,213993.44
2168,213141.05
2169,195164.02
2170,227696.78
2171,145169.72
2172,136989.5
2173,158618.0
2174,227118.31
2175,297648.84
2176,341185.9
2177,243734.58
2178,213934.03
2179,145396.52
2180,206428.53
2181,181985.08
2182,228872.97
2183,193855.67
2184,130862.84
2185,115001.04
2186,144230.3
2187,150895.62
2188,155324.75
2189,215159.17
2190,77446.39
2191,83206.68
2192,84359.93
2193,98396.13
2194,104773.984
2195,109876.336
2196,103144.11
2197,120876.195
2198,159459.23
2199,168197.4
2200,143902.06
2201,145236.53
2202,226200.61
2203,162988.12
2204,185072.3
2205,115258.84
2206,141176.58
2207,215599.12
2208,231585.12
2209,210323.84
2210,130714.56
2211,116221.26
2212,115416.81
2213,108315.18
2214,132782.56
2215,102829.516
2216,143802.81
2217,72684.94
2218,69867.58
2219,62384.062
2220,73546.31
2221,304411.3
2222,251611.47
2223,264986.16
2224,209773.06
2225,122681.82
2226,176841.44
2227,201346.48
2228,284932.62
2229,228614.27
2230,166635.44
2231,208798.45
2232,171911.66
2233,166731.83
2234,249486.89
2235,214360.0
2236,282064.53
2237,364521.28
2238,205957.92
2239,107815.19
2240,158850.14
2241,164916.06
2242,129988.04
2243,126419.59
2244,98382.61
2245,94645.14
2246,145600.56
2247,104417.68
2248,126705.63
2249,126107.93
2250,136366.2
2251,111911.98
2252,175300.31
2253,162785.86
2254,177326.67
2255,194732.92
2256,184081.97
2257,187516.0
2258,169590.95
2259,178965.55
2260,156657.25
2261,182182.58
2262,203398.62
2263,335791.2
2264,414160.1
2265,172928.39
2266,295780.7
2267,383084.47
2268,380389.3
2269,153211.06
2270,183009.25
2271,235450.9
2272,194868.02
2273,163196.42
2274,180229.47
2275,164067.27
2276,196052.4
2277,185315.28
2278,154056.89
2279,128524.21
2280,128253.4
2281,172474.97
2282,183087.95
2283,96676.64
2284,113222.68
2285,147853.64
2286,128706.79
2287,356272.28
2288,282111.9
2289,386546.72
2290,452124.53
2291,312905.72
2292,432535.44
2293,512611.8
2294,452643.78
2295,448361.7
2296,284819.03
2297,329651.56
2298,304989.6
2299,413735.78
2300,323917.3
2301,281616.38
2302,229980.44
2303,245422.25
2304,232097.58
2305,184323.72
2306,186635.88
2307,188444.06
2308,210910.25
2309,284072.44
2310,215506.62
2311,185668.44
2312,171906.9
2313,178400.72
2314,166864.27
2315,173627.7
2316,195825.06
2317,186560.5
2318,178851.64
2319,173756.12
2320,203820.1
2321,242930.39
2322,167065.75
2323,179420.48
2324,171623.92
2325,205263.22
2326,167181.03
2327,216391.84
2328,235723.22
2329,187284.36
2330,173990.42
2331,352125.62
2332,439126.88
2333,315661.8
2334,257556.97
2335,260185.3
2336,332719.2
2337,222730.89
2338,283879.0
2339,220271.97
2340,394852.22
2341,207858.47
2342,237741.16
2343,224952.8
2344,234958.72
2345,234914.9
2346,214366.2
2347,210796.78
2348,236743.95
2349,169680.89
2350,280001.1
2351,256514.56
2352,254893.1
2353,253852.17
2354,130995.42
2355,149500.56
2356,154971.72
2357,196264.98
2358,193456.03
2359,128454.41
2360,118970.9
2361,141112.94
2362,256200.56
2363,145302.84
2364,154531.67
2365,217991.5
2366,187784.53
2367,212520.56
2368,207245.75
2369,215928.5
2370,177221.6
2371,170906.03
2372,192249.6
2373,286339.4
2374,311658.0
2375,249304.44
2376,270824.47
2377,367174.84
2378,142390.62
2379,185540.77
2380,142312.23
2381,160443.38
2382,191325.25
2383,203233.94
2384,259924.34
2385,158837.62
2386,134812.23
2387,137036.52
2388,96224.76
2389,123584.44
2390,144877.08
2391,138979.16
2392,116361.26
2393,170016.17
2394,145239.62
2395,200896.42
2396,146857.84
2397,215579.97
2398,121101.94
2399,51305.195
2400,50116.957
2401,116346.51
2402,137108.05
2403,129429.41
2404,146983.88
2405,167661.55
2406,138964.67
2407,130910.15
2408,141309.6
2409,130192.484
2410,175302.77
2411,120966.6
2412,157376.28
2413,136883.0
2414,138595.02
2415,121898.14
2416,130753.125
2417,129796.13
2418,122293.33
2419,134746.58
2420,128560.65
2421,151709.9
2422,119250.45
2423,131208.34
2424,155650.95
2425,223642.25
2426,119364.336
2427,141702.2
2428,175081.56
2429,119355.31
2430,129723.61
2431,111599.35
2432,143090.06
2433,148613.16
2434,133904.06
2435,149145.19
2436,109170.05
2437,115798.33
2438,121354.69
2439,107833.875
2440,120380.234
2441,91337.2
2442,98632.875
2443,118031.68
2444,129236.13
2445,84320.47
2446,129858.8
2447,197939.64
2448,134824.48
2449,116111.305
2450,149561.95
2451,133350.22
2452,208772.73
2453,91517.21
2454,127610.516
2455,108708.97
2456,139223.27
2457,126461.09
2458,117088.78
2459,111464.25
2460,138150.14
2461,125069.13
2462,138348.39
2463,131718.6
2464,177095.62
2465,129976.15
2466,117042.266
2467,155783.77
2468,78864.02
2469,72717.46
2470,162686.4
2471,190429.89
2472,173350.39
2473,117101.625
2474,99672.43
2475,205518.03
2476,116928.81
2477,129340.15
2478,162555.42
2479,104728.086
2480,149397.88
2481,116938.96
2482,132590.1
2483,115714.24
2484,123917.44
2485,126900.26
2486,150172.11
2487,175485.22
2488,157353.88
2489,147760.94
2490,154113.0
2491,88066.24
2492,178474.88
2493,140439.42
2494,152213.47
2495,88022.984
2496,241232.33
2497,152589.11
2498,109526.81
2499,93692.96
2500,127180.59
2501,128903.32
2502,154209.22
2503,104035.8
2504,191436.02
2505,222709.98
2506,257770.3
2507,308739.88
2508,255732.27
2509,216254.78
2510,233335.11
2511,178129.34
2512,213528.7
2513,220008.23
2514,231302.98
2515,154632.94
2516,162759.28
2517,140433.31
2518,145314.66
2519,218805.08
2520,204788.78
2521,186203.05
2522,222487.89
2523,126653.9
2524,139568.9
2525,150154.34
2526,139948.28
2527,109440.21
2528,127823.914
2529,141186.36
2530,120446.23
2531,214542.61
2532,218554.8
2533,199278.52
2534,230726.08
2535,315649.03
2536,223277.02
2537,228573.45
2538,177929.28
2539,177332.34
2540,172531.25
2541,179011.06
2542,161849.48
2543,131058.664
2544,136956.08
2545,129280.59
2546,141821.62
2547,134660.36
2548,149876.7
2549,161603.31
2550,251830.48
2551,144807.25
2552,123964.3
2553,76778.695
2554,107297.336
2555,117355.62
2556,98840.66
2557,108156.195
2558,163627.08
2559,127374.266
2560,139132.39
2561,140694.81
2562,139333.03
2563,151924.02
2564,181374.42
2565,131442.98
2566,164135.92
2567,132062.1
2568,191968.84
2569,208549.34
2570,127475.984
2571,176491.05
2572,167658.27
2573,213242.6
2574,285103.25
2575,127592.05
2576,124866.91
2577,166889.05
2578,87901.53
2579,71785.24
2580,129462.914
2581,126826.88
2582,117932.44
2583,280120.97
2584,160995.28
2585,181391.25
2586,211337.67
2587,200310.84
2588,161098.36
2589,146337.77
2590,225001.86
2591,222970.47
2592,209383.53
2593,257427.52
2594,183083.23
2595,192412.14
2596,341321.4
2597,181934.45
2598,278549.38
2599,318291.44
2600,140206.62
2601,145584.55
2602,80791.14
2603,90959.336
2604,86857.0
2605,72582.125
2606,148326.72
2607,189502.28
2608,206702.17
2609,167429.98
2610,113155.07
2611,140884.95
2612,149835.53
2613,130687.76
2614,132911.28
2615,151079.16
2616,142084.52
2617,182649.31
2618,190026.69
2619,205554.53
2620,190640.42
2621,178167.33
2622,182324.17
2623,236525.25
2624,273869.2
2625,312120.78
2626,172269.95
2627,167232.11
2628,447509.25
2629,549981.6
2630,366652.1
2631,478763.75
2632,442328.0
2633,301404.22
2634,384754.1
2635,151365.78
2636,183335.31
2637,170160.33
2638,251731.52
2639,189866.7
2640,152856.0
2641,106274.49
2642,188119.05
2643,109684.48
2644,127556.41
2645,102811.875
2646,94444.32
2647,103750.83
2648,140711.97
2649,144040.11
2650,152302.12
2651,144976.97
2652,443600.4
2653,245483.33
2654,248821.08
2655,373727.06
2656,306508.16
2657,334029.0
2658,279702.16
2659,336592.84
2660,346192.38
2661,363265.72
2662,298802.6
2663,273115.66
2664,277362.2
2665,330666.66
2666,286922.5
2667,165615.81
2668,178368.77
2669,170952.47
2670,289961.78
2671,180987.95
2672,183329.22
2673,207057.53
2674,201369.05
2675,169763.44
2676,185097.1
2677,196216.86
2678,259171.8
2679,282994.9
2680,281621.56
2681,446774.62
2682,369486.1
2683,545696.1
2684,322597.7
2685,387405.47
2686,252400.67
2687,363390.16
2688,224340.97
2689,202694.45
2690,480636.5
2691,195836.94
2692,133000.67
2693,191822.67
2694,127008.03
2695,182947.42
2696,176352.11
2697,186017.78
2698,196550.03
2699,177533.84
2700,159611.5
2701,140916.6
2702,109278.88
2703,126618.83
2704,139664.44
2705,127468.05
2706,123858.266
2707,130512.266
2708,140301.02
2709,114379.98
2710,124516.086
2711,267024.9
2712,418142.6
2713,173083.84
2714,148522.95
2715,170538.89
2716,154606.69
2717,187384.05
2718,233763.7
2719,158029.34
2720,148007.75
2721,144232.17
2722,162928.05
2723,148784.72
2724,131548.2
2725,134227.16
2726,146693.38
2727,176564.78
2728,170513.2
2729,150226.75
2730,145384.22
2731,124926.45
2732,124666.44
2733,161127.56
2734,134697.19
2735,132693.03
2736,138993.95
2737,125709.75
2738,127394.74
2739,159869.81
2740,140681.4
2741,140281.69
2742,153738.3
2743,147204.31
2744,150507.88
2745,133867.72
2746,137240.14
2747,161107.9
2748,120886.02
2749,129693.22
2750,134587.8
2751,142469.67
2752,166882.11
2753,151245.31
2754,194950.81
2755,123219.6
2756,95673.766
2757,66348.05
2758,88010.22
2759,161661.84
2760,140047.6
2761,146769.3
2762,147789.19
2763,197551.28
2764,157799.98
2765,268570.1
2766,140040.27
2767,94551.64
2768,133783.38
2769,116193.66
2770,137072.58
2771,112537.35
2772,118954.195
2773,154800.69
2774,139493.75
2775,129467.8
2776,143361.03
2777,141684.97
2778,119731.79
2779,122998.5
2780,102183.5
2781,103075.79
2782,97869.836
2783,111322.0
2784,124722.58
2785,136933.4
2786,71320.13
2787,116995.484
2788,75865.43
2789,208147.8
2790,89157.484
2791,116110.92
2792,58986.016
2793,172150.7
2794,104028.1
2795,125461.81
2796,105734.92
2797,206133.19
2798,126464.78
2799,125087.88
2800,69295.086
2801,112430.31
2802,138839.84
2803,155767.38
2804,146089.95
2805,97739.86
2806,72013.08
2807,142079.7
2808,151424.67
2809,137489.12
2810,139053.38
2811,154407.92
2812,146633.89
2813,145992.64
2814,150122.7
2815,111368.42
2816,253456.42
2817,146629.3
2818,133426.17
2819,167966.72
2820,123928.336
2821,114407.15
2822,195418.84
2823,270910.7
2824,179050.2
2825,159002.98
2826,130756.52
2827,139105.9
2828,224819.16
2829,187801.3
2830,237398.58
2831,181961.86
2832,229896.0
2833,304464.28
2834,211408.8
2835,221176.86
2836,189302.56
2837,162705.12
2838,146013.9
2839,178694.34
2840,200103.78
2841,202854.78
2842,221160.75
2843,155300.78
2844,157936.02
2845,121820.02
2846,211490.34
2847,198955.58
2848,224696.67
2849,206677.78
2850,280783.4
2851,237769.27
2852,225232.22
2853,231537.69
2854,140438.0
2855,206064.12
2856,201235.2
2857,184725.14
2858,191523.02
2859,131537.38
2860,126222.88
2861,117566.68
2862,189957.05
2863,120706.69
2864,268094.8
2865,141381.36
2866,132429.62
2867,96007.97
2868,100708.29
2869,118312.07
2870,141635.16
2871,100566.91
2872,55343.21
2873,103117.44
2874,141637.92
2875,108447.65
2876,162268.02
2877,141631.16
2878,173799.83
2879,139763.22
2880,101026.92
2881,154015.73
2882,167661.83
2883,178889.83
2884,192470.12
2885,207664.92
2886,218106.88
2887,99414.83
2888,128348.43
2889,58023.977
2890,85689.305
2891,128760.48
2892,43126.586
2893,100362.836
2894,45666.34
2895,339038.78
2896,273265.03
2897,220047.72
2898,148701.73
2899,221193.33
2900,161146.38
2901,223607.22
2902,181640.64
2903,368719.7
2904,348430.62
2905,93201.98
2906,200162.8
2907,113268.27
2908,137650.6
2909,135006.84
2910,81002.76
2911,80451.14
2912,151383.12
2913,86658.75
2914,74369.99
2915,82611.63
2916,83011.26
2917,163022.56
2918,112538.34
2919,212978.92
